Tanggal,Waktu,Suhu (C),Suhu (F),Kelembaban,Heat Index (C),Heat Index (F)
05/11/2023,15.57.11,31.80,89.24,66.00,38.47,101.24
05/11/2023,15.58.26,31.80,89.24,66.00,38.47,101.24
05/11/2023,15.59.41,31.80,89.24,66.00,38.47,101.24
05/11/2023,16.00.56,31.80,89.24,66.00,38.47,101.24
05/11/2023,16.02.11,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.03.26,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.04.41,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.05.56,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.07.12,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.08.27,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.09.42,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.10.57,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.12.12,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.13.28,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.14.44,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.15.59,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.17.14,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.18.30,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.19.45,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.21.00,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.22.16,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.23.31,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.24.46,31.40,88.52,67.00,37.74,99.93
05/11/2023,16.26.16,31.30,88.34,67.00,37.48,99.46
05/11/2023,16.27.18,31.60,88.88,67.00,38.26,100.88
05/11/2023,16.28.34,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.29.49,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.31.04,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.32.19,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.33.35,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.34.51,31.70,89.06,67.00,38.53,101.35
05/11/2023,16.36.06,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.37.22,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.38.38,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.39.56,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.41.14,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.42.30,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.43.45,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.45.01,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.46.16,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.47.31,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.48.49,31.70,89.06,67.00,38.53,101.35
05/11/2023,16.50.08,31.50,88.70,67.00,38.00,100.40
05/11/2023,16.51.24,31.80,89.24,68.00,39.14,102.44
05/11/2023,16.52.40,31.30,88.34,68.00,37.79,100.02
05/11/2023,16.53.56,31.80,89.24,68.00,39.14,102.44
05/11/2023,16.55.10,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.56.27,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.57.42,31.80,89.24,67.00,38.80,101.84
05/11/2023,16.58.57,31.80,89.24,67.00,38.80,101.84
05/11/2023,17.00.12,31.80,89.24,67.00,38.80,101.84
05/11/2023,17.01.28,31.80,89.24,67.00,38.80,101.84
05/11/2023,17.02.45,31.30,88.34,67.00,37.48,99.46
05/11/2023,17.04.00,31.80,89.24,67.00,38.80,101.84
05/11/2023,17.05.19,31.40,88.52,67.00,37.74,99.93
05/11/2023,17.06.35,31.80,89.24,67.00,38.80,101.84
05/11/2023,17.07.50,31.30,88.34,67.00,37.48,99.46
05/11/2023,17.09.05,31.30,88.34,67.00,37.48,99.46
05/11/2023,17.10.22,31.30,88.34,67.00,37.48,99.46
05/11/2023,17.13.08,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.14.23,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.15.39,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.16.55,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.18.10,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.19.27,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.20.45,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.22.01,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.23.20,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.24.41,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.25.56,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.27.12,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.28.27,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.29.44,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.30.59,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.32.14,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.33.29,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.34.46,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.36.01,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.37.17,31.30,88.34,69.00,38.10,100.58
05/11/2023,17.38.33,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.39.50,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.41.06,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.42.21,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.43.37,31.30,88.34,68.00,37.79,100.02
05/11/2023,17.44.52,31.30,88.34,68.00,37.79,100.02
06/11/2023,15.16.17,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.17.34,32.80,91.04,60.00,39.01,102.22
06/11/2023,15.18.52,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.20.09,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.21.24,32.90,91.22,60.00,39.26,102.67
06/11/2023,15.22.39,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.23.55,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.25.10,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.27.51,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.29.04,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.33.11,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.34.30,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.35.52,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.37.08,33.30,91.94,60.00,40.29,104.53
06/11/2023,15.38.34,33.30,91.94,60.00,40.29,104.53
06/11/2023,15.39.46,33.30,91.94,60.00,40.29,104.53
06/11/2023,15.41.02,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.42.22,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.46.53,33.30,91.94,60.00,40.29,104.53
06/11/2023,15.48.18,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.49.36,32.80,91.04,61.00,39.36,102.85
06/11/2023,15.53.35,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.55.02,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.56.20,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.57.38,33.30,91.94,59.00,39.92,103.86
06/11/2023,15.58.55,33.30,91.94,59.00,39.92,103.86
06/11/2023,16.00.17,33.30,91.94,59.00,39.92,103.86
06/11/2023,16.01.42,33.30,91.94,59.00,39.92,103.86
06/11/2023,16.02.59,33.30,91.94,59.00,39.92,103.86
06/11/2023,16.05.36,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.06.53,33.30,91.94,59.00,39.92,103.86
06/11/2023,16.08.12,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.09.27,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.10.53,33.30,91.94,60.00,40.29,104.53
06/11/2023,16.12.04,33.30,91.94,59.00,39.92,103.86
06/11/2023,16.13.23,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.14.40,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.16.01,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.17.21,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.18.40,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.25.18,32.80,91.04,61.00,39.36,102.85
06/11/2023,16.27.54,32.80,91.04,62.00,39.72,103.50
06/11/2023,16.35.57,32.80,91.04,62.00,39.72,103.50
06/11/2023,16.39.43,32.30,90.14,64.00,39.11,102.40
06/11/2023,16.41.00,32.30,90.14,64.00,39.11,102.40
06/11/2023,16.42.20,32.30,90.14,64.00,39.11,102.40
06/11/2023,16.43.37,32.80,91.04,63.00,40.09,104.15
06/11/2023,16.47.30,32.80,91.04,63.00,40.09,104.15
06/11/2023,16.48.47,32.30,90.14,64.00,39.11,102.40
06/11/2023,16.50.04,32.80,91.04,64.00,40.46,104.82
06/11/2023,16.51.24,32.80,91.04,64.00,40.46,104.82
06/11/2023,16.52.41,32.80,91.04,64.00,40.46,104.82
06/11/2023,16.53.59,32.80,91.04,64.00,40.46,104.82
06/11/2023,16.55.18,32.80,91.04,64.00,40.46,104.82
06/11/2023,16.56.41,32.80,91.04,64.00,40.46,104.82
06/11/2023,17.00.40,32.80,91.04,64.00,40.46,104.82
06/11/2023,17.19.15,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.23.22,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.31.06,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.31.16,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.32.36,32.70,90.86,65.00,40.56,105.00
06/11/2023,17.34.03,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.35.23,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.36.42,32.30,90.14,65.00,39.46,103.03
06/11/2023,17.38.13,32.80,91.04,65.00,40.84,105.51
06/11/2023,17.42.28,32.30,90.14,66.00,39.82,103.67
06/11/2023,17.45.12,32.30,90.14,66.00,39.82,103.67
06/11/2023,17.48.09,32.30,90.14,66.00,39.82,103.67
06/11/2023,17.54.22,32.30,90.14,67.00,40.18,104.32
06/11/2023,17.55.25,32.30,90.14,67.00,40.18,104.32
06/11/2023,17.56.40,32.30,90.14,67.00,40.18,104.32
06/11/2023,17.57.56,32.30,90.14,66.00,39.82,103.67
06/11/2023,17.59.12,32.30,90.14,66.00,39.82,103.67
06/11/2023,18.00.35,32.30,90.14,67.00,40.18,104.32
08/11/2023,15.01.46,29.30,84.74,68.00,33.00,91.40
08/11/2023,15.03.02,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.04.18,32.80,91.04,60.00,39.01,102.22
08/11/2023,15.05.41,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.07.06,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.08.21,32.30,90.14,62.00,38.44,101.18
08/11/2023,15.09.38,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.11.03,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.12.27,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.14.00,32.30,90.14,62.00,38.44,101.18
08/11/2023,15.17.36,32.20,89.96,62.00,38.19,100.73
08/11/2023,15.20.13,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.22.05,32.30,90.14,62.00,38.44,101.18
08/11/2023,15.23.22,32.30,90.14,62.00,38.44,101.18
08/11/2023,15.24.37,32.30,90.14,61.00,38.11,100.59
08/11/2023,15.25.53,32.30,90.14,62.00,38.44,101.18
08/11/2023,15.27.09,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.28.25,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.29.40,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.30.56,31.80,89.24,63.00,37.51,99.52
08/11/2023,15.32.13,31.80,89.24,63.00,37.51,99.52
08/11/2023,15.33.38,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.35.12,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.36.15,32.30,90.14,62.00,38.44,101.18
08/11/2023,15.37.48,31.90,89.42,62.00,37.45,99.41
08/11/2023,15.39.14,31.90,89.42,62.00,37.45,99.41
08/11/2023,15.40.30,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.41.45,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.43.01,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.44.19,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.45.35,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.46.54,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.48.22,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.49.37,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.50.52,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.52.09,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.54.45,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.56.02,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.57.18,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.58.33,31.80,89.24,62.00,37.21,98.97
08/11/2023,15.59.48,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.01.04,31.80,89.24,64.00,37.82,100.09
08/11/2023,16.02.20,31.80,89.24,63.00,37.51,99.52
08/11/2023,16.03.35,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.04.51,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.06.07,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.07.24,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.08.39,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.09.55,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.11.11,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.12.26,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.13.41,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.14.57,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.16.12,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.17.27,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.18.44,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.20.00,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.21.16,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.22.31,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.23.46,31.80,89.24,63.00,37.51,99.52
08/11/2023,16.25.02,31.80,89.24,63.00,37.51,99.52
08/11/2023,16.26.18,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.27.34,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.28.49,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.30.04,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.31.20,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.32.35,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.33.51,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.35.06,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.36.21,31.30,88.34,62.00,36.03,96.86
08/11/2023,16.37.37,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.38.52,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.40.07,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.41.22,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.42.38,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.43.56,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.45.11,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.46.26,31.80,89.24,62.00,37.21,98.97
08/11/2023,16.47.42,31.30,88.34,63.00,36.31,97.36
08/11/2023,16.48.58,31.30,88.34,63.00,36.31,97.36
08/11/2023,16.50.13,31.30,88.34,63.00,36.31,97.36
08/11/2023,16.51.29,31.30,88.34,63.00,36.31,97.36
08/11/2023,16.52.49,31.30,88.34,63.00,36.31,97.36
08/11/2023,16.54.05,31.30,88.34,63.00,36.31,97.36
08/11/2023,16.55.21,31.30,88.34,64.00,36.59,97.87
08/11/2023,16.56.49,31.30,88.34,64.00,36.59,97.87
08/11/2023,16.58.09,31.30,88.34,64.00,36.59,97.87
08/11/2023,16.59.25,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.00.41,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.01.56,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.03.12,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.04.28,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.05.44,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.07.02,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.09.35,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.14.10,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.15.25,31.30,88.34,63.00,36.31,97.36
08/11/2023,17.16.41,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.17.56,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.19.12,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.20.28,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.21.43,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.22.59,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.24.15,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.25.30,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.26.47,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.28.03,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.29.18,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.30.33,31.30,88.34,65.00,36.88,98.39
08/11/2023,17.31.55,31.30,88.34,65.00,36.88,98.39
08/11/2023,17.33.14,31.30,88.34,65.00,36.88,98.39
08/11/2023,17.34.31,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.35.46,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.37.01,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.38.18,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.40.55,31.30,88.34,64.00,36.59,97.87
08/11/2023,17.43.29,31.30,88.34,65.00,36.88,98.39
08/11/2023,17.46.06,31.30,88.34,65.00,36.88,98.39
08/11/2023,17.50.25,31.30,88.34,65.00,36.88,98.39
09/11/2023,15.01.44,32.80,91.04,63.00,40.09,104.15
09/11/2023,15.03.00,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.04.16,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.08.28,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.10.05,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.16.32,33.30,91.94,58.00,39.55,103.20
09/11/2023,15.17.48,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.19.03,32.80,91.04,61.00,39.36,102.85
09/11/2023,15.20.19,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.21.38,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.23.03,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.27.54,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.35.54,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.37.09,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.38.24,33.20,91.76,60.00,40.03,104.06
09/11/2023,15.39.48,32.80,91.04,61.00,39.36,102.85
09/11/2023,15.40.56,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.42.16,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.43.33,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.44.50,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.46.05,33.30,91.94,60.00,40.29,104.53
09/11/2023,15.47.25,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.48.56,33.30,91.94,59.00,39.92,103.86
09/11/2023,15.52.59,32.80,91.04,61.00,39.36,102.85
09/11/2023,15.55.41,32.80,91.04,61.00,39.36,102.85
09/11/2023,15.57.02,32.80,91.04,61.00,39.36,102.85
09/11/2023,15.58.17,32.80,91.04,61.00,39.36,102.85
09/11/2023,15.59.33,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.00.48,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.02.03,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.03.18,33.20,91.76,60.00,40.03,104.06
09/11/2023,16.04.34,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.05.49,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.07.05,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.08.21,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.09.36,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.10.52,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.12.07,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.13.24,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.14.39,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.15.58,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.17.23,32.80,91.04,61.00,39.36,102.85
09/11/2023,16.18.40,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.19.56,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.21.11,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.22.25,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.23.40,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.24.56,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.26.13,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.27.28,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.28.43,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.30.00,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.31.17,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.32.33,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.33.48,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.35.04,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.36.21,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.37.36,33.30,91.94,60.00,40.29,104.53
09/11/2023,16.38.52,33.30,91.94,61.00,40.67,105.21
09/11/2023,16.40.08,33.30,91.94,61.00,40.67,105.21
09/11/2023,16.41.24,32.80,91.04,62.00,39.72,103.50
09/11/2023,16.42.39,32.80,91.04,63.00,40.09,104.15
09/11/2023,16.43.54,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.45.12,32.30,90.14,65.00,39.46,103.03
09/11/2023,16.46.27,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.47.43,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.48.59,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.50.15,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.51.30,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.52.48,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.54.04,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.55.20,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.56.35,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.57.53,32.30,90.14,64.00,39.11,102.40
09/11/2023,16.59.09,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.00.25,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.01.40,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.02.56,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.04.11,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.05.25,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.06.50,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.08.05,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.09.20,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.10.35,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.11.50,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.13.05,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.16.52,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.18.09,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.19.28,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.20.44,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.21.59,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.23.15,32.80,91.04,63.00,40.09,104.15
09/11/2023,17.24.32,32.80,91.04,63.00,40.09,104.15
09/11/2023,17.25.47,32.80,91.04,63.00,40.09,104.15
09/11/2023,17.27.02,32.30,90.14,63.00,38.77,101.79
09/11/2023,17.28.17,32.80,91.04,63.00,40.09,104.15
09/11/2023,17.29.33,32.80,91.04,63.00,40.09,104.15
09/11/2023,17.30.48,32.80,91.04,62.00,39.72,103.50
09/11/2023,17.33.26,32.80,91.04,63.00,40.09,104.15
09/11/2023,17.34.45,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.36.05,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.37.34,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.38.50,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.40.06,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.41.21,32.30,90.14,65.00,39.46,103.03
09/11/2023,17.42.44,32.80,91.04,64.00,40.46,104.82
09/11/2023,17.44.05,32.30,90.14,64.00,39.11,102.40
09/11/2023,17.45.16,32.30,90.14,65.00,39.46,103.03
09/11/2023,17.46.32,32.30,90.14,65.00,39.46,103.03
09/11/2023,17.47.47,32.30,90.14,65.00,39.46,103.03
09/11/2023,17.49.02,32.30,90.14,65.00,39.46,103.03
09/11/2023,17.50.18,32.30,90.14,65.00,39.46,103.03
10/11/2023,15.03.01,33.80,92.84,56.00,40.06,104.11
10/11/2023,15.04.34,33.80,92.84,57.00,40.44,104.80
10/11/2023,15.06.17,33.30,91.94,56.00,38.85,101.92
10/11/2023,15.07.32,33.80,92.84,57.00,40.44,104.80
10/11/2023,15.08.48,33.80,92.84,57.00,40.44,104.80
10/11/2023,15.10.04,33.30,91.94,57.00,39.20,102.55
10/11/2023,15.11.20,33.30,91.94,57.00,39.20,102.55
10/11/2023,15.12.36,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.13.52,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.15.08,33.20,91.76,58.00,39.31,102.75
10/11/2023,15.16.24,32.80,91.04,59.00,38.67,101.60
10/11/2023,15.17.41,33.10,91.58,58.00,39.06,102.31
10/11/2023,15.18.56,32.80,91.04,59.00,38.67,101.60
10/11/2023,15.20.17,32.80,91.04,59.00,38.67,101.60
10/11/2023,15.21.37,32.80,91.04,60.00,39.01,102.22
10/11/2023,15.22.54,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.24.10,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.25.25,32.90,91.22,60.00,39.26,102.67
10/11/2023,15.26.42,32.80,91.04,61.00,39.36,102.85
10/11/2023,15.28.01,32.80,91.04,60.00,39.01,102.22
10/11/2023,15.32.51,32.80,91.04,61.00,39.36,102.85
10/11/2023,15.33.50,33.80,92.84,59.00,41.22,106.20
10/11/2023,15.35.06,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.36.22,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.37.37,33.30,91.94,59.00,39.92,103.86
10/11/2023,15.38.52,33.30,91.94,58.00,39.55,103.20
10/11/2023,15.40.06,33.30,91.94,60.00,40.29,104.53
10/11/2023,15.41.21,32.80,91.04,61.00,39.36,102.85
10/11/2023,15.42.37,32.80,91.04,61.00,39.36,102.85
10/11/2023,15.43.52,32.80,91.04,60.00,39.01,102.22
10/11/2023,15.45.08,32.80,91.04,60.00,39.01,102.22
10/11/2023,15.46.27,32.80,91.04,60.00,39.01,102.22
